gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP
yjdC,s-sector,putative DNA-binding transcriptional regulator YjdC,,,,CP,,Transcription,K,COG1309,no
yjdF,s-sector,DUF2238 domain-containing inner membrane protein YjdF,,,,IM,membrane protein,Function unknown,S,COG3647,no
yjdI,s-sector,PF06902 family protein YjdI,,,,CP,,Function unknown,S,COG3592,no
yjdJ,s-sector,putative <i>N</i>-acetyltransferase YjdJ,,,,CP,,General function prediction only,R,COG2388,no
yjdM,ra-sector,zinc ribbon domain-containing protein YjdM,,,,CP,,Transcription,K,COG2824,no
yjdN,rca-sector,PF06983 family protein YjdN,,,,CP,,General function prediction only,R,COG2764,no
yjdP,rca-sector,protein YjdP,,,,CP,,notdefined,notdefined,,no
yjeF,rca-sector,,,,,CP,,Nucleotide transport and metabolism,F,COG0062,no
yjeH,s-sector,L-methionine/branched chain amino acid exporter,,,,IM,transporter,Amino acid transport and metabolism,E,COG0531,no
yjeI,s-sector,DUF4156 domain-containing lipoprotein YjeI,,,,LPO,other,notdefined,notdefined,,no
yjeJ,rca-sector,protein YjeJ,,,,CP,,notdefined,notdefined,,no
yjeM,ra-sector,putative transporter YjeM,,,,IM,transporter,Amino acid transport and metabolism,E,COG0531,no
yjeN,rca-sector,protein YjeN,,,,CP,,notdefined,notdefined,,no
yjeO,rca-sector,DUF2645 domain-containing inner membrane protein YjeO,,,,IM,membrane protein,notdefined,notdefined,,no
yjeT,ra-sector,DUF2065 domain-containing protein YjeT,,,,IM,membrane protein,Function unknown,S,COG3242,no
yjeV,ra-sector,uncharacterized protein YjeV,,,,CP,,notdefined,notdefined,,no
yjfC,rca-sector,putative acid&mdash;amine ligase YjfC,,,,CP,,Amino acid transport and metabolism,E,COG0754,no
yjfF,s-sector,galactofuranose ABC transporter putative membrane subunit YjtF,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG1172,no
yjfI,rca-sector,DUF2170 domain-containing protein YjfI,,,,CP,,Function unknown,S,COG3789,no
yjfJ,rca-sector,PspA family protein YjfJ,,,,CP,,notdefined,KT,COG1842,no
yjfK,rca-sector,DUF2491 domain-containing protein YjfK,,,,CP,,notdefined,notdefined,,no
yjfL,rca-sector,DUF350 domain-containing inner membrane protein YjfL,,,,IM,membrane protein,Function unknown,S,COG3766,no
yjfM,rca-sector,DUF1190 domain-containing protein YjfM,,,,CP,,Function unknown,S,COG5463,no
yjfN,s-sector,protease activator,,,,PE,other,notdefined,notdefined,,no
yjfP,a-sector,carboxylesterase,,,,CP,,Signal transduction mechanisms,T,COG1073,no
yjfY,s-sector,DUF1471 domain-containing protein YjfY,,,,PE,other,notdefined,notdefined,,no
yjfZ,ra-sector,protein YjfZ,,,,CP,,notdefined,notdefined,,no
yjgA,u-sector,DUF615 domain-containing protein YjgA,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG3028,no
yjgH,rca-sector,RutC family protein YjgH,,,,CP,,Defense mechanisms,V,COG0251,no
yjgL,s-sector,protein YjgL,,,,CP,,notdefined,notdefined,,no
yjgM,rc-sector,putative acetyltransferase YjgM,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0456,no
yjgN,rca-sector,inner membrane protein YjgN,,,,IM,membrane protein,Function unknown,S,COG4269,no
yjgR,rca-sector,DUF853 domain-containing protein YjgR,,,,CP,,"Replication, recombination and repair",L,COG0433,no
yjgW,rca-sector,,,,,CP,,notdefined,notdefined,,no
yjgX_1,rca-sector,,,,,CP,,notdefined,notdefined,,no
yjgX_2,rca-sector,,,,,CP,,notdefined,notdefined,,no
yjgZ,rca-sector,KpLE2 phage-like element; uncharacterized protein YjgZ,,,,CP,,notdefined,notdefined,,no
yjhB,s-sector,putative sialic acid transporter,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2814,no
yjhC,s-sector,KpLE2 phage-like element; putative oxidoreductase YjhC,,,,CP,,General function prediction only,R,COG0673,no
yjhD,rca-sector,KpLE2 phage-like element; surface adhesin E-like protein,,,,CP,,notdefined,notdefined,,no
yjhE,rca-sector,KpLE2 phage-like element; putative membrane protein (pseudogene),,,,CP,,notdefined,notdefined,,no
yjhF,rca-sector,KpLE2 phage-like element; putative transporter YjhF,,,,IM,transporter,notdefined,GR,COG2610,no
yjhG,rca-sector,KpLE2 phage-like element; D-xylonate dehydratase,,,,CP,,notdefined,EG,COG0129,no
yjhH,rca-sector,KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase,,,,CP,,notdefined,EM,COG0329,no
yjhI,s-sector,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI,,,,CP,,Transcription,K,COG1414,yes
yjhP,rca-sector,KpLE2 phage-like element; putative methyltransferase YjhP,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2519,no
yjhQ,rca-sector,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,,,,CP,,General function prediction only,R,COG3153,no
yjhR,rca-sector,KpLE2 phage-like element; PLD-like domain-containing protein YjhR,,,,CP,,notdefined,notdefined,,no
yjhU,a-sector,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU,,,,CP,,Transcription,K,COG2390,no
yjhV,rca-sector,KpLE2 phage-like element; putative uncharacterized protein YjhV,,,,CP,,notdefined,notdefined,,no
yjiA,a-sector,P-loop guanosine triphosphatase YjiA,,,,CP,,General function prediction only,R,COG0523,no
yjiC,rca-sector,uncharacterized protein YjiC,,,,CP,,notdefined,notdefined,,no
yjiG,ra-sector,Gate family protein YjiG,,,,IM,membrane protein,Function unknown,S,COG0700,no
yjiH,rca-sector,Gate family protein YjiH,,,,IM,membrane protein,notdefined,notdefined,,no
yjiJ,rca-sector,putative transporter YjiJ,,,,IM,membrane protein,notdefined,GEPR,COG0477,no
yjiK,s-sector,uncharacterized protein YjiK,,,,IM,other,Function unknown,S,COG3204,no
yjiL,rca-sector,"putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase",,,,CP,,Lipid transport and metabolism,I,COG1924,no
yjiM,s-sector,putative dehydratase subunit,,,,CP,,"Secondary metabolites biosynthesis, transport and catabolism",Q,COG1775,no
yjiN,s-sector,DUF445 domain-containing protein YjiN,,,,IM,membrane protein,Function unknown,S,COG2733,no
yjiP,s-sector,,,,,CP,,notdefined,notdefined,,no
yjiQ,s-sector,,,,,CP,,notdefined,notdefined,,no
yjiR,rca-sector,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,,,,CP,,notdefined,KE,COG1167,no
yjiS,ra-sector,DUF1127 domain-containing protein YjiS,,,,CP,,Function unknown,S,COG5457,no
yjiT,s-sector,putative uncharacterized protein YjiT,,,,CP,,notdefined,notdefined,,no
yjiV,rca-sector,putative uncharacterized protein YjiV,,,,CP,,notdefined,notdefined,,no
yjiX,a-sector,PF04328 family protein YjiX,,,,CP,,Function unknown,S,COG2879,no
yjiY,rca-sector,,,,,IM,membrane protein,Signal transduction mechanisms,T,COG1966,no
yjjA,ra-sector,DUF2501 domain-containing protein YjjA,,,,PE,other,notdefined,notdefined,,no
yjjB,s-sector,putative succinate exporter YjjB,,,,IM,membrane protein,Function unknown,S,COG3610,no
yjjG,ra-sector,pyrimidine 5'-nucleotidase YjjG,,,,CP,,Coenzyme transport and metabolism,H,COG1011,no
yjjI,a-sector,DUF3029 domain-containing protein YjjI,,,,CP,,Nucleotide transport and metabolism,F,COG1328,no
yjjJ,r-sector,toxin YjjJ,,,,CP,,Signal transduction mechanisms,T,COG3550,no
yjjP,s-sector,putative succinate exporter YjjP,,,,IM,membrane protein,Function unknown,S,COG2966,no
yjjQ,rca-sector,DNA-binding transcriptional repressor YjjQ,,,,CP,,notdefined,TK,COG2197,no
yjjU,ra-sector,putative patatin-like phospholipase YjjU,,,,CP,,Lipid transport and metabolism,I,COG4667,no
yjjV,rca-sector,putative DNase YjjV,,,,CP,,Cell motility,N,COG0084,no
yjjW,rca-sector,putative glycyl-radical enzyme activating enzyme YjjW,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG1180,no
yjjX,ra-sector,ITPase/XTPase,,,,CP,,notdefined,FV,COG1986,no
yjjY,s-sector,protein YjjY,,,,CP,,notdefined,notdefined,,no
yjjZ,s-sector,DUF1435 domain-containing protein YjjZ,,,,CP,,notdefined,notdefined,,no
yjtD,s-sector,putative rRNA methyltransferase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0565,no
ykfA,rca-sector,CP4-6 prophage; putative GTP-binding protein YkfA,,,,CP,,General function prediction only,R,COG3596,yes
ykfB,c-sector,CP4-6 prophage; protein YkfB,,,,PE,other,notdefined,notdefined,,no
ykfC,rca-sector,CP4-6 prophage; PF00078 domain-containing protein YkfC,,,,CP,,notdefined,notdefined,,no
ykfF,rca-sector,CP4-6 prophage; protein YkfF,,,,CP,,notdefined,notdefined,,no
ykfG,rca-sector,CP4-6 prophage; RadC-like JAB domain-containing protein YkfG,,,,CP,,"Replication, recombination and repair",L,COG2003,no
ykfH,r-sector,DUF987 domain-containing protein YkfH,,,,CP,,notdefined,notdefined,,no
ykfI,ra-sector,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system,,,,CP,,notdefined,notdefined,,no
ykfJ,rca-sector,RNA ligase superfamily protein YkfJ,,,,CP,,notdefined,notdefined,,no
ykfM,s-sector,uncharacterized protein YkfM,,,,CP,,notdefined,notdefined,,no
ykgA,s-sector,putative DNA-binding transcriptional regulator YkgA,,,,CP,,notdefined,notdefined,,no
ykgE,s-sector,putative lactate utilization oxidoreductase YkgE,,,,CP,,Energy production and conversion,C,COG0247,no
ykgF,s-sector,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,,,,CP,,Energy production and conversion,C,COG1139,no
ykgG,rca-sector,DUF162 domain-containing lactate utilization protein YkgG,,,,CP,,Energy production and conversion,C,COG1556,no
ykgH,rca-sector,uncharacterized protein YkgH,,,,IM,membrane protein,notdefined,notdefined,,no
ykgJ,rca-sector,putative zinc- or iron-chelating domain-containing protein YkgJ,,,,PE,other,General function prediction only,R,COG0727,no
ykgL,rca-sector,uncharacterized protein YkgL,,,,CP,,notdefined,notdefined,,no
ykgM,u-sector,putative ribosomal protein,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0254,no
ykgN,rca-sector,,,,,CP,,notdefined,notdefined,,no
ykgO,a-sector,putative ribosomal protein,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0257,no
ykgR,s-sector,uncharacterized membrane protein YkgR,,,,CP,,notdefined,notdefined,,yes
ykiA,rca-sector,DUF2773 domain-containing protein YkiA,,,,CP,,notdefined,notdefined,,no
ylaC,rca-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no
ylbE,rca-sector,DUF1116 domain-containing protein YlbE,,,,CP,,notdefined,notdefined,,no
ylbF,rca-sector,DUF2877 domain-containing protein YlbF,,,,CP,,notdefined,notdefined,,no
ylbG,rca-sector,putative DNA-binding transcriptional regulator YlbG,,,,CP,,notdefined,notdefined,,no
ylbH,rca-sector,putative RHS domain-containing protein YlbH,,,,CP,,notdefined,notdefined,,no
ylcG,rca-sector,DLP12 prophage; uncharacterized protein YlcG,,,,CP,,notdefined,notdefined,,no
ylcH,s-sector,DLP12 prophage; uncharacterized protein YlcH,,,,CP,,notdefined,notdefined,,no
ylcI,s-sector,DLP12 prophage; DUF3950 domain-containing protein YlcI,,,,CP,,notdefined,notdefined,,no
yliI,s-sector,aldose sugar dehydrogenase YliI,,,,PE,other,Carbohydrate transport and metabolism,G,COG2133,no
ymbA,rca-sector,,,,,IM,other,Function unknown,S,COG3009,no
ymcE,ra-sector,protein YmcE,,,,CP,,notdefined,notdefined,,no
ymdA,c-sector,uncharacterized protein YmdA,,,,CP,,notdefined,notdefined,,no
ymdB,c-sector,"2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2110,no
ymdE,s-sector,protein YmdE,,,,CP,,notdefined,notdefined,,no
ymdF,s-sector,stress-induced bacterial acidophilic repeat motifs-containing protein YmdF,,,,CP,,General function prediction only,R,COG3729,no
ymfA,r-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no
ymfD,s-sector,e14 prophage; putative SAM-dependent methyltransferase,,,,CP,,Coenzyme transport and metabolism,H,COG2227,no
ymfE,s-sector,e14 prophage; uncharacterized protein YmfE,,,,IM,membrane protein,notdefined,notdefined,,no
ymfH,s-sector,e14 prophage; putative uncharacterized protein YmfH,,,,CP,,notdefined,notdefined,,no
ymfI,s-sector,e14 prophage; uncharacterized protein YmfI,,,,CP,,notdefined,notdefined,,no
ymfJ,s-sector,e14 prophage; uncharacterized protein YmfJ,,,,CP,,notdefined,notdefined,,no
ymfK,s-sector,e14 prophage; putative repressor protein YmfK,,,,CP,,notdefined,KT,COG1974,no
ymfL,s-sector,e14 prophage; uncharacterized protein YmfL,,,,CP,,notdefined,notdefined,,no
ymfM,s-sector,e14 prophage; uncharacterized protein YmfM,,,,CP,,notdefined,notdefined,,no
ymfN,s-sector,e14 prophage; chimeric replication protein/phage terminase YmfN,,,,CP,,notdefined,notdefined,,no
ymfO,s-sector,,,,,CP,,notdefined,notdefined,,no
ymfP,s-sector,,,,,CP,,notdefined,notdefined,,no
ymfQ,rca-sector,e14 prophage; DUF2313 domain-containing protein YmfQ,,,,CP,,"Mobilome: prophages, transposons",X,COG3778,no
ymfR,rca-sector,e14 prophage; IPR020297 domain-containing protein YmfR,,,,IM,other,notdefined,notdefined,,no
ymfS,rca-sector,,,,,CP,,notdefined,notdefined,,no
ymfT,s-sector,e14 prophage; putative DNA-binding transcriptional regulator YmfT,,,,CP,,Transcription,K,COG4197,no
ymgA,rca-sector,putative two-component system connector protein YmgA,,,,CP,,notdefined,notdefined,,no
ymgC,s-sector,protein YmgC,,,,CP,,notdefined,notdefined,,no
ymgD,u-sector,PF16456 family protein YmgD,,,,PE,other,notdefined,notdefined,,no
ymgE,rca-sector,PF04226 family protein YmgE,,,,IM,membrane protein,General function prediction only,R,COG2261,no
ymgF,a-sector,inner membrane protein that interacts with cell division proteins,,,,IM,other,notdefined,notdefined,,no
ymgG,u-sector,PF13488 family protein YmgG,,,,CP,,notdefined,notdefined,,no
ymgH,rca-sector,,,,,CP,,notdefined,notdefined,,no
ymgI,a-sector,uncharacterized protein YmgI,,,,CP,,notdefined,notdefined,,no
ymgJ,s-sector,uncharacterized protein YmgJ,,,,CP,,notdefined,notdefined,,no
ymiA,rca-sector,uncharacterized protein YmiA,,,,CP,,notdefined,notdefined,,no
ymjA,rca-sector,DUF2543 domain-containing protein YmjA,,,,CP,,notdefined,notdefined,,no
ymjB,s-sector,hypothetical protein YmjB,,,,CP,,notdefined,notdefined,,no
ymjC,rca-sector,putative uncharacterized protein YmjC,,,,CP,,notdefined,notdefined,,no
ymjD,rca-sector,uncharacterized protein YmjD,,,,CP,,notdefined,notdefined,,no
ynaA,rca-sector,Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA,,,,CP,,notdefined,notdefined,,no
ynaE,rca-sector,Rac prophage; uncharacterized protein YnaE,,,,CP,,notdefined,notdefined,,no
ynaI,rca-sector,small conductance mechanosensitive channel YnaI,,,,IM,membrane protein,Cell wall/membrane/envelope biogenesis,M,COG0668,no
ynaJ,s-sector,DUF2534 domain-containing protein YnaJ,,,,IM,membrane protein,notdefined,notdefined,,yes
ynaK,rca-sector,Rac prophage; ParB-like nuclease domain-containing protein YnaK,,,,CP,,"Cell cycle control, cell division, chromosome partitioning",D,COG1475,no
ynbA,rca-sector,inner membrane protein YnbA,,,,IM,membrane protein,Lipid transport and metabolism,I,COG0558,no
ynbB,rca-sector,putative CDP-diglyceride synthase,,,,IM,other,General function prediction only,R,COG4589,no
ynbC,rca-sector,hydrolase/methyltransferase domain-containing protein YnbC,,,,CP,,Lipid transport and metabolism,I,COG2267,no
ynbD,rca-sector,phosphatase domain-containing protein YnbD,,,,IM,membrane protein,Lipid transport and metabolism,I,COG0671,no
ynbE,a-sector,lipoprotein YnbE,,,,LPO,lipoprotein,notdefined,notdefined,,no
ynbG,rca-sector,uncharacterized protein YnbG,,,,CP,,notdefined,notdefined,,no
yncD,r-sector,putative TonB-dependent outer membrane receptor,,,,OM,transporter,Inorganic ion transport and metabolism,P,COG4772,no
yncE,s-sector,PQQ-like domain-containing protein YncE,,,,PE,other,General function prediction only,R,COG3391,no
yncG,s-sector,putative glutathione <i>S</i>-transferase YncG,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0625,no
yncH,rca-sector,DUF5445 domain-containing protein YncH,,,,CP,,notdefined,notdefined,,no
yncI,s-sector,putative transposase YncI,,,,CP,,notdefined,notdefined,,no
yncJ,s-sector,protein YncJ,,,,PE,other,notdefined,notdefined,,no
yncK_1,rca-sector,,,,,CP,,notdefined,notdefined,,no
yncK_2,rca-sector,,,,,CP,,notdefined,notdefined,,no
yncL,s-sector,uncharacterized protein YncL,,,,CP,,notdefined,notdefined,,no
yncM,s-sector,,,,,CP,,notdefined,notdefined,,no
yneE,ra-sector,PF01062 family inner membrane protein YneE,,,,IM,membrane protein,Inorganic ion transport and metabolism,P,COG3781,yes
yneG,rca-sector,DUF4186 domain-containing protein YneG,,,,CP,,notdefined,notdefined,,no
yneH,ra-sector,,,,,CP,,notdefined,notdefined,,no
yneJ,rca-sector,putative LysR-type DNA-binding transcriptional regulator YneJ,,,,CP,,Transcription,K,COG0583,no
yneK,rca-sector,protein YneK,,,,CP,,notdefined,notdefined,,no
yneL,rca-sector,putative HTH-type transcriptional regulator YneL,,,,CP,,notdefined,notdefined,,no
yneM,rca-sector,,,,,CP,,notdefined,notdefined,,no
ynfA,rca-sector,putative DMT superfamily transporter YnfA,,,,IM,membrane protein,General function prediction only,R,COG1742,no
ynfB,s-sector,DUF1283 domain-containing protein YnfB,,,,OM,other,notdefined,notdefined,,no
ynfC,s-sector,UPF0257 family lipoprotein YnfC,,,,CP,,notdefined,notdefined,,no
ynfD,a-sector,DUF1161 domain-containing protein YnfD,,,,PE,other,notdefined,notdefined,,no
ynfE,rca-sector,putative selenate reductase YnfE,,,,IM,other,Energy production and conversion,C,COG0243,no
ynfF,ra-sector,putative selenate reductase YnfF,,,,IM,other,Energy production and conversion,C,COG0243,yes
ynfG,ra-sector,putative oxidoreductase YnfG,,,,CP,,Energy production and conversion,C,COG0437,no
ynfH,rca-sector,putative menaquinol dehydrogenase,,,,IM,other,Energy production and conversion,C,COG3302,no
ynfK,a-sector,putative dethiobiotin synthetase,,,,CP,,Coenzyme transport and metabolism,H,COG0132,no
ynfL,rca-sector,putative DNA-binding transcriptional regulator,,,,CP,,Transcription,K,COG0583,no
ynfM,a-sector,putative transporter YnfM,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2814,no
ynfN,s-sector,Qin prophage; protein YnfN,,,,CP,,notdefined,notdefined,,no
ynfO,s-sector,Qin prophage; DUF3950 domain-containing protein YnfO,,,,CP,,notdefined,notdefined,,no
ynfP,s-sector,protein YnfP,,,,CP,,notdefined,notdefined,,no
ynhF,s-sector,stress response membrane protein YnhF,,,,CP,,notdefined,notdefined,,no
yniA,rca-sector,putative kinase YniA,,,,CP,,Carbohydrate transport and metabolism,G,COG3001,no
yniB,s-sector,uncharacterized protein YniB,,,,IM,membrane protein,notdefined,notdefined,,no
